t,S,energy,utility,avg_A,entropy_A,eta,lambda,gate_topk,malicious_count
129,0.9978811873714915,49.6965618844353,0.749398377949315,0.007765087794443015,6.581607819819411,0.06,0.01,4,4
130,0.9979196848023814,51.929236842170056,0.7382735005915311,0.008113943256589071,6.741019368955124,0.06,0.01,4,4
131,0.9978223711928143,52.44365450621758,0.7356040986617264,0.008194321016596496,6.764082129204332,0.06,0.01,4,4
132,0.9983020779465213,52.06095778806122,0.7379972890062152,0.008134524654384566,6.718428543273884,0.06,0.01,4,4
133,0.998364687700306,51.36945723819933,0.7415174015093093,0.008026477693468646,6.683491013100325,0.06,0.01,4,4
134,0.9982837014431784,53.01804552508098,0.7331934738177734,0.008284069613293903,6.78333713928563,0.06,0.01,4,4
135,0.9980322481129575,51.07485962743509,0.7426579499757822,0.007980446816786732,6.646909566164923,0.06,0.01,4,4
136,0.9982869470220346,51.80545537717957,0.7392596701361367,0.008094602402684307,6.691022237153261,0.06,0.01,4,4
137,0.9984266300663887,51.56575303497113,0.740597864891533,0.008057148911714239,6.668813490197998,0.06,0.01,4,4
138,0.9982582702640583,52.74997622826104,0.7345083891227531,0.008242183785665788,6.754215113091913,0.06,0.01,4,4
139,0.9985299507552303,52.11176831391683,0.7379711091856461,0.008142463799049504,6.703552577882748,0.06,0.01,4,4
140,0.9981429398179877,41.45273161960476,0.7908792817199639,0.006476989315563244,6.614946066121272,0.06,0.01,3,4
141,0.9985032700384235,43.21016379314499,0.7824524510726986,0.0067515880926789056,6.759500513267771,0.06,0.01,3,4
142,0.9983859205471243,42.22879172008761,0.7872419619466863,0.006598248706263688,6.672675500669143,0.06,0.01,3,4
143,0.9987666441794973,42.102872298298266,0.7882522826880061,0.006578573796609104,6.646482817984556,0.06,0.01,3,4
144,0.9987659725188056,41.05650891311144,0.7934834279532483,0.006415079517673663,6.576387898220561,0.06,0.01,3,4
145,0.998932867248705,40.97253469788734,0.7940701937592682,0.006401958546544897,6.566081397360754,0.06,0.01,3,4
146,0.9984879023589177,40.50397904910113,0.7959680071134121,0.006328746726422052,6.5231775533898,0.06,0.01,3,4
147,0.9984267915442487,42.01333109336994,0.7883601360773991,0.006564582983339054,6.6423141284085485,0.06,0.01,3,4
148,0.9985666517146314,42.972271806793614,0.7837052926806634,0.0067144174698115025,6.716234857820824,0.06,0.01,3,4
149,0.9984528161512907,41.70512011425358,0.7899272155800228,0.006516425017852122,6.6041985903741445,0.06,0.01,3,4
150,0.9983558391256507,43.02262726625183,0.7832427027943916,0.006722285510351849,6.710663277211704,0.06,0.01,3,4
151,0.9983196426942538,42.0462735829052,0.7880882747797278,0.006569730247328938,6.6372736057452215,0.06,0.01,3,4
152,0.9983360023725072,42.0604399228221,0.7880338027583966,0.0065719437379409525,6.612453278860466,0.06,0.01,3,4
153,0.9983690213766866,43.16147427149676,0.7825616500192027,0.0067439803549213685,6.732504799340747,0.06,0.01,3,4
154,0.9984028358477917,42.19452730583618,0.7874301993186108,0.0065928948915369035,6.6454373551892045,0.06,0.01,3,4
155,0.998321216538029,42.02345528007946,0.7882039401376316,0.006566164887512415,6.633192026368191,0.06,0.01,3,4
156,0.9984287826982908,42.210167543483124,0.7873779449808752,0.006595338678669238,6.6389479059595455,0.06,0.01,3,4
157,0.9983315818238309,43.23528650082982,0.7821551493196818,0.00675551351575466,6.720714330298106,0.06,0.01,3,4
158,0.9982126254205944,42.366076800351614,0.7863822414188364,0.00661969950005494,6.654275912589139,0.06,0.01,3,4
159,0.9984301900602522,41.83432297020855,0.7892585752092095,0.006536612964095086,6.6044799270554835,0.06,0.01,3,4
160,0.9986685686766651,31.03861015407235,0.8434755179063034,0.0048497828365738046,6.597992367619432,0.06,0.01,2,4
161,0.9985074339052683,30.349249546638355,0.8467611861720765,0.004742070241662243,6.530346886788388,0.06,0.01,2,4
162,0.9985181977318749,31.639536117503546,0.8403205171443572,0.004943677518359929,6.643035445922561,0.06,0.01,2,4
163,0.9977241804394598,32.26009398150618,0.8364237105319289,0.005040639684610341,6.7087711818418345,0.06,0.01,2,4
164,0.9981575116741213,32.98890485293851,0.8332129874094287,0.005154516383271642,6.776191423399842,0.06,0.01,2,4
165,0.9985000483824356,30.79060812411238,0.8445470077618736,0.00481103251939256,6.559359550555965,0.06,0.01,2,4
166,0.9984597494556655,30.643159269765192,0.8452439531068395,0.004787993635900811,6.52908939798733,0.06,0.01,2,4
167,0.9987143638711184,31.357488248381138,0.8419269226292128,0.004899607538809553,6.62809277177691,0.06,0.01,2,4
168,0.9986942886767861,31.551688644098633,0.840935845456293,0.004929951350640411,6.63069094460654,0.06,0.01,2,4
169,0.998078280182038,32.17081850050844,0.8372241876794958,0.005026690390704444,6.684009115259819,0.06,0.01,2,4
170,0.998329076752074,31.370030881506402,0.841478922344542,0.004901567325235375,6.614866725454254,0.06,0.01,2,4
171,0.9984417036787514,31.587113209724805,0.8405061376301274,0.004935486439019501,6.631133308549908,0.06,0.01,2,4
172,0.9983490468356049,32.510001517846874,0.8357990392463706,0.005079687737163574,6.719280127460416,0.06,0.01,2,4
173,0.9986366635476847,31.46132503345807,0.8413300383803943,0.0049158320364778236,6.613993290506707,0.06,0.01,2,4
174,0.9984770419765525,32.35334713297597,0.8367103063116726,0.005055210489527495,6.710183464653991,0.06,0.01,2,4
175,0.9983822858831496,32.35845259208999,0.8365900229226997,0.0050560082175140604,6.702344559496471,0.06,0.01,2,4
176,0.9985137884868103,30.880891938555834,0.8441093287940311,0.004825139365399349,6.559378835738448,0.06,0.01,2,4
177,0.9979926030229376,32.95618539470151,0.83321167604943,0.005149403967922111,6.771763949667408,0.06,0.01,2,4
178,0.9979335671734828,32.29643183889333,0.8364514079790162,0.005046317474827082,6.687925752961025,0.06,0.01,2,4
179,0.9973501788512515,33.35075322995823,0.8305964127014605,0.005211055192180973,6.773065487150551,0.06,0.01,2,4
180,0.997850014474967,22.048686402762982,0.8876065824611521,0.003445107250431716,6.994623017998361,0.06,0.01,1,4
181,0.9978671464139757,21.180592557313524,0.891964183627408,0.003309467587080238,6.886520779004975,0.06,0.01,1,4
182,0.9979153055421028,21.05931484015438,0.892618731341331,0.0032905179437741215,6.889328243080325,0.06,0.01,1,4
183,0.9980940118055912,20.300737006183976,0.8965903267746713,0.003171990157216246,6.779363452663773,0.06,0.01,1,4
184,0.9980797932576904,21.80633102829365,0.8890481381162221,0.0034072392231708827,6.99149355813965,0.06,0.01,1,4
185,0.9985239958654691,22.229587488933703,0.8873760584208006,0.003473373045145891,6.994412962341021,0.06,0.01,1,4
186,0.9986111666026973,20.649323511750175,0.8953645490439465,0.003226456798710965,6.795761299478118,0.06,0.01,1,4
187,0.9983353807762191,21.507738321938735,0.8907966891665254,0.0033605841128029274,6.882232666986559,0.06,0.01,1,4
188,0.9988555497315076,20.345461092384298,0.897128244269586,0.0031789782956850466,6.772215895187469,0.06,0.01,1,4
189,0.9985084843579527,21.19709099036963,0.8925230294061045,0.0033120454672452546,6.868673151964014,0.06,0.01,1,4
190,0.9981649810568446,21.866243502400696,0.8888337635448411,0.0034166005472501086,6.9011346583475435,0.06,0.01,1,4
191,0.9986254310237999,22.531569420997904,0.8859675839188104,0.0035205577220309226,7.003859212817288,0.06,0.01,1,4
192,0.9984241942648088,20.920254000791576,0.8938229242608509,0.003268789687623684,6.798541086739569,0.06,0.01,1,4
193,0.9985724496010254,20.770503055791274,0.8947199343220691,0.0032453911024673864,6.799630245510779,0.06,0.01,1,4
194,0.9985206282519837,21.636293526723968,0.8903391606183639,0.00338067086355062,6.864839840667895,0.06,0.01,1,4
195,0.9984416936248094,22.150106467320487,0.8876911612882069,0.0034609541355188262,6.925954719654154,0.06,0.01,1,4
196,0.998786643381,22.83464118364691,0.8846134374627654,0.0035679126849448295,7.021457081034843,0.06,0.01,1,4
197,0.9987583569095477,22.550164297479526,0.88600753542215,0.0035234631714811757,6.982987705022136,0.06,0.01,1,4
198,0.9983636356471539,21.97705868981081,0.8884783421980998,0.003433915420282939,6.923483069244119,0.06,0.01,1,4
199,0.9981400129679829,21.40565432388928,0.8911117413485365,0.0033446334881077,6.847244096954934,0.06,0.01,1,4
200,0.9986181785301493,22.547903268919892,0.8858786621855499,0.003523109885768733,6.9899219327439255,0.06,0.022,1,4
201,0.9984147380161124,20.43168206687681,0.8962563276817284,0.0031924503229495017,6.7753403312749665,0.06,0.022,1,4
202,0.9983055147274773,20.685990031368206,0.8948755645706363,0.0032321859424012823,6.838710709204212,0.06,0.022,1,4
203,0.9982591865280513,20.89536143270881,0.8937823793645073,0.003264900223860752,6.916891422133259,0.06,0.022,1,4
204,0.9983791181955716,20.947070666905162,0.8936437648610458,0.0032729797917039317,6.94213385485128,0.06,0.022,1,4
205,0.9983039875962848,21.771957081841755,0.889444202187076,0.0034018682940377743,7.051634846060439,0.06,0.022,1,4
206,0.9983071857051355,20.841404395673518,0.8941001637267679,0.0032564694368239873,6.946555173158357,0.06,0.022,1,4
207,0.998239712911322,20.503833077190198,0.895720547525371,0.0032037239183109684,6.979860013660977,0.06,0.022,1,4
208,0.9984851514314437,20.89102440285894,0.8940300294171489,0.003264222562946709,7.018777558396352,0.06,0.022,1,4
209,0.9984497582756253,19.44709353531536,0.9012142905990486,0.003038608364893025,6.8972837198999954,0.06,0.022,1,4
210,0.998122955903148,19.463928158453875,0.9008033151108786,0.003041238774758418,6.916543807638305,0.06,0.022,1,4
211,0.9980712161882779,20.918598750656223,0.8934782224349967,0.003268531054790035,7.129869807537387,0.06,0.022,1,4
212,0.998344926770113,20.00905249126643,0.8982996643137808,0.0031264144517603796,7.0373023171044675,0.06,0.022,1,4
213,0.9982392503098768,19.874513457610185,0.8988666830218259,0.0031053927277515914,7.007520659220621,0.06,0.022,1,4
214,0.9981051239568395,19.457630965072827,0.9008169691314754,0.0030402548382926294,7.04285966238209,0.06,0.022,1,4
215,0.9983296441465453,19.278525247350313,0.9019370179097937,0.003012269569898486,7.050247019866503,0.06,0.022,1,4
216,0.9977838395076024,20.307264248038834,0.8962475182674082,0.0031730100387560678,7.168234236417971,0.06,0.022,1,4
217,0.998057361961093,19.162324217548054,0.9022457408733526,0.0029941131589918835,7.070918685709061,0.06,0.022,1,4
218,0.9981152165273633,19.315702001881792,0.9015367065179544,0.00301807843779403,7.118033159046448,0.06,0.022,1,4
219,0.9985259398650723,20.058770832436714,0.8982320857028887,0.0031341829425682367,7.2029644128572725,0.06,0.022,1,4
220,0.9984626382439811,18.03399810585146,0.9082926477147237,0.0028178122040392905,7.019192146454414,0.06,0.034,1,4
221,0.9985856181947609,17.973516219985157,0.9087180370948351,0.002808361909372681,7.067877702876848,0.06,0.034,1,4
222,0.9981127449912599,18.259605872825688,0.9068147156271315,0.0028530634176290137,7.1660780647360784,0.06,0.034,1,4
223,0.997893300996166,17.61919558355516,0.9097973230783902,0.002752999309930494,7.089516286709968,0.06,0.034,1,4
224,0.9979409401982079,18.525292368049147,0.9053144783579622,0.0028945769325076794,7.274619637935224,0.06,0.034,1,4
225,0.9978329724693298,17.85293156869828,0.9085683146258383,0.0027895205576091067,7.250942745646182,0.06,0.034,1,4
226,0.9985875887905292,19.07450192037311,0.9032150791886637,0.0029803909250582985,7.398885283663262,0.06,0.034,1,4
227,0.9988309806478467,16.70384778269088,0.9153117417343923,0.0026099762160454497,7.161686464201871,0.06,0.034,1,4
228,0.99839428794753,17.763395999363993,0.9095773079507101,0.002775530624900624,7.31428631897811,0.06,0.034,1,4
229,0.9979225270386434,17.980571410561325,0.9080196699858367,0.002809464282900207,7.37483119085198,0.06,0.034,1,4
230,0.9983649029077929,17.31205990647981,0.9118046033753938,0.0027050093603874703,7.34731031986894,0.06,0.034,1,4
231,0.9983418549643007,17.267005530230556,0.912006827313148,0.0026979696140985244,7.392753372644136,0.06,0.034,1,4
232,0.9980761653510464,16.08738564509169,0.9176392371255879,0.0025136540070455765,7.237320346332784,0.06,0.034,1,4
233,0.9981530254987199,16.760232428408393,0.9143518633566778,0.0026187863169388117,7.364429091736806,0.06,0.034,1,4
234,0.9982961062844292,18.216672750880754,0.9072127425300255,0.002846355117325118,7.537766524910543,0.06,0.034,1,4
235,0.9980800743295954,17.4490118360224,0.9108350151494834,0.0027264080993785,7.49523076437123,0.06,0.034,1,4
236,0.9984739351862841,17.504485183168242,0.9109515092704429,0.002735075809870038,7.505109934186391,0.06,0.034,1,4
237,0.9979789476847071,15.305399749933947,0.9214519489350373,0.0023914687109271794,7.297893354481863,0.06,0.034,1,4
238,0.9982853654472311,16.170269656744917,0.9174340171635065,0.0025266046338663934,7.431912395442314,0.06,0.034,1,4
239,0.9977197027052457,16.834002928490563,0.9135496880627929,0.0026303129575766505,7.549319036550169,0.06,0.034,1,4
240,0.9979411331260133,15.999449948991384,0.9179438833810564,0.002499914054529904,7.425634546587413,0.06,0.046,1,4
241,0.9978607003800015,16.536615830081434,0.9151776212295943,0.002583846223450224,7.559410829897722,0.06,0.046,1,4
242,0.9979512935510907,14.894399766991983,0.9234792947161308,0.0023272499635924974,7.4430987636611485,0.06,0.046,1,4
243,0.9980820262403957,16.109280239766466,0.9175356250415634,0.0025170750374635103,7.619198723752303,0.06,0.046,1,4
